Лемма 	Часть речи 	Частота (ipm) 	Худ.лит.1950-60-е 	1970-80-е 	1990-2000-е 	Публ. 1950-60-е 	1970-80-е 	1990-2000-е 
310  	играть	v	319.1	246.0	272.0	227.2	327.6	454.9	451.9	
311  	далекий	a	318.3	444.5	450.2	424.4	329.1	317.0	282.2	
312  	лежать	v	318.1	627.1	513.0	508.4	280.2	325.8	179.4	
313  	нельзя	adv	317.7	397.9	379.7	317.6	370.6	407.2	322.5	
314  	век	s	317.4	130.3	164.3	141.2	265.4	399.9	374.9	
315  	школа	s	316.0	227.4	270.8	206.5	548.5	370.1	384.4	
316  	подумать	v	315.6	704.4	668.5	591.0	161.6	205.1	129.6	
317  	уйти	v	315.6	539.9	481.4	449.3	213.5	282.5	268.6	
318  	цель	s	315.5	132.6	124.2	135.4	188.3	243.2	362.2	
319  	среди	pr	314.9	284.6	288.1	255.0	450.7	377.9	371.2	
320  	общество	s	314.7	100.1	89.1	82.4	253.5	301.2	396.2	
321  	посмотреть	v	314.2	662.4	507.5	520.2	170.5	219.0	180.1	
322  	деятельность	s	313.5	45.2	39.9	41.4	179.4	170.6	344.9	
323  	организация	s	312.4	45.5	40.0	40.1	452.1	275.1	413.1	
324  	кто-то	spro	312.0	345.8	395.3	469.0	237.2	347.4	283.9	
325  	вернуться	v	311.2	419.5	435.5	450.5	416.6	343.0	280.9	
326  	президент	s	311.0	6.6	16.6	60.4	43.0	69.3	685.4	
327  	комната	s	310.7	586.7	574.5	503.1	480.3	397.3	191.4	
328  	порядок	s	307.6	189.7	194.2	196.1	238.7	205.1	282.5	
329  	момент	s	306.8	164.3	203.5	264.5	149.7	274.8	348.4	
330  	театр	s	305.3	64.2	97.6	103.4	1186.0	510.6	604.6	
331  	следовать	v	305.1	219.8	251.9	224.0	333.6	293.5	298.4	
332  	читать	v	304.4	347.7	389.9	289.1	524.8	479.1	320.2	
333  	письмо	s	304.3	311.4	291.9	200.0	627.1	566.8	358.2	
334  	подобный	a	301.6	129.6	148.0	170.7	343.9	317.7	375.7	
335  	следующий	a	301.4	133.1	164.3	222.4	306.9	229.3	329.2	
336  	утро	s	301.3	438.9	486.2	446.0	345.9	344.6	244.9	
337  	особенно	adv	300.3	222.4	216.4	216.1	406.2	491.6	370.1	
338  	помощь	s	300.1	158.1	153.1	185.5	309.8	278.8	360.1	
339  	ситуация	s	298.8	19.0	56.9	121.4	32.6	139.8	446.3	
340  	роль	s	297.9	65.2	79.2	101.1	339.5	431.1	463.7	
341  	бывать	v	297.3	326.5	352.7	335.2	481.8	460.0	277.9	
342  	ходить	v	296.6	458.5	462.2	377.2	391.4	376.0	243.9	
343  	рубль	s	296.4	100.7	166.5	110.9	146.8	179.8	497.8	
344  	начинать	v	296.0	293.0	268.7	283.4	308.4	365.8	321.6	
345  	появиться	v	294.6	260.9	265.3	293.7	293.5	281.0	378.0	
346  	смысл	s	294.6	140.0	195.3	241.2	247.6	317.7	302.5	
347  	состояние	s	294.4	105.3	119.2	144.6	186.8	239.9	293.8	
348  	называть	v	293.4	189.8	223.3	215.7	382.5	336.0	364.0	
349  	рядом	adv	291.8	478.2	429.7	453.1	326.1	300.4	221.3	
